page_route,page_purpose,block,control_label,control_type,what_it_does,component_package,shared_or_unique,binding_shell,viewmodel_or_hook,data_source,read_or_write,operation_name,ui_states_present,auth_required,status,notes,max_length,required,default_value,destination_page
/studio/official-characters,Let players browse and search Crestfall's official canon character roster.,character card grid,No characters found (empty state),display,Shown when the search query matches zero characters.,components/studio/official-characters-grid/OfficialCharactersGrid.view.jsx,unique,OfficialCharactersGrid,useOfficialCharactersGridViewModel,local_state,read,,empty,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/studio/play,Official canon-aware story session entry point (currently a placeholder).,card grid,Start Canon Session,button,"StudioActionCard rendered with disabled=true; card renders as a non-interactive div (not a link), footer text reads 'Coming Soon' instead of an action label.",components/studio/studio-action-card,shared,page-inline,,none,none,,none,yes,stubbed,No href passed to StudioActionCard at all; permanently disabled regardless of any future data.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/studio/play,Official canon-aware story session entry point.,card grid,Continue Chronicle,button,Same disabled StudioActionCard pattern as Start Canon Session; resumes active storylines once wired.,components/studio/studio-action-card,shared,page-inline,,none,none,,none,yes,stubbed,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/studio/play,Official canon-aware story session entry point.,card grid,Current Events,button,Same disabled StudioActionCard pattern; would follow active world developments/faction conflicts/seasonal Chronicle events.,components/studio/studio-action-card,shared,page-inline,,none,none,,none,yes,stubbed,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",page head,Back button,button,"router.back() if history exists, else navigates to fallbackHref (/studio/community).",components/studio/profile/profile-back-button,shared,ProfileBackButton,useProfileBackButtonViewModel,local_state,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero,"Profile hero (banner, avatar, bio, stat tiles)",display,"Displays the public profile fetched server-side: username, banner, avatar, bio, and stat tiles.",components/studio/profile/public-profile-hero,unique,page.js / PublicProfileHero,usePublicProfileHeroViewModel,fe_api_route,read,"feApiRequest GET /api/profiles/[username]/public (server-side, proxies services-api /v1/profiles/[username]/public)",error,no,working,404 from the API triggers Next.js notFound(); other failures render an inline red loadError banner and a fallback {username} shell.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero,Followers count link,link,Navigates to the connections page with tab=followers.,components/studio/profile/PublicProfileHero.jsx,unique,page.js / PublicProfileHero,usePublicProfileHeroViewModel,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero,Following count link,link,Navigates to the connections page with tab=following.,components/studio/profile/PublicProfileHero.jsx,unique,page.js / PublicProfileHero,usePublicProfileHeroViewModel,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Like creator button,button,Toggles LIKE reaction on this profile.,components/studio/profile/public-profile-engagement-actions,shared,PublicProfileHero / PublicProfileEngagementActions,usePublicProfileEngagementActionsViewModel -> useProfileEngagementState,fe_api_route,write,profileReactionClient.setProfileLike POST /api/engagement/profile-reactions,error,yes,working,Only rendered when profile.id is present.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Bookmark creator button,button,Toggles BOOKMARK reaction on this profile.,components/studio/profile/public-profile-engagement-actions,shared,PublicProfileHero / PublicProfileEngagementActions,usePublicProfileEngagementActionsViewModel -> useProfileEngagementState,fe_api_route,write,profileReactionClient.setProfileBookmark POST /api/engagement/profile-reactions,error,yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Follow creator button (engagement-actions variant),button,Toggles FOLLOW reaction on this profile via the generic engagement-actions widget (separate code path from ProfileFollowButton).,components/studio/profile/public-profile-engagement-actions,shared,PublicProfileHero / PublicProfileEngagementActions,usePublicProfileEngagementActionsViewModel -> useProfileEngagementState,fe_api_route,write,profileReactionClient.setProfileFollow POST /api/engagement/profile-reactions,error,yes,working,"initialIsFollowing/canFollow from server followState is NOT wired into this widget's initial state; it starts from useProfileEngagementState's client-only fetch of GET /api/engagement/profile-reactions, a second, separate follow-state source from ProfileFollowButton used on the connections page.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Donate button + donation modal,modal-trigger,"Opens a modal to send coins to the creator; amount input, optional message, anonymous checkbox, submit.",components/studio/profile/public-profile-donate-button,unique,PublicProfileHero / PublicProfileDonateButton,usePublicProfileDonateButtonViewModel,fe_api_route,write,creatorDonationClient.donateProfileCoins POST /api/profile/donations,"loading, error, success",yes,working,Also reads live coin balance via StudioAccountProvider's refreshAccount() on open; calls router.refresh() on success.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Donation amount input,input,"Numeric coin amount, validated client-side against minimum (100) and current balance before submit.",components/studio/profile/public-profile-donate-button,unique,PublicProfileDonateButton,usePublicProfileDonateButtonViewModel,local_state,write,,none,yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Donation message textarea,textarea,"Optional message attached to the donation, max 500 chars.",components/studio/profile/public-profile-donate-button,unique,PublicProfileDonateButton,usePublicProfileDonateButtonViewModel,local_state,write,,none,yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Donate anonymously checkbox,checkbox,Marks the donation to display sender as 'Mystery Donor' publicly.,components/studio/profile/public-profile-donate-button,unique,PublicProfileDonateButton,usePublicProfileDonateButtonViewModel,local_state,write,,none,yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",hero engagement row,Share button,button,Copies the profile's public URL to the clipboard (Clipboard API with execCommand fallback); label flips to 'Copied'/'Copy Failed'.,components/studio/profile/profile-share-button,shared,PublicProfileHero / ProfileShareButton,useProfileShareButtonViewModel,local_state,none,,error,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",tabs,Creations / Activity / Badges tabs,tabs,"Switches the lower page body between the creation grid, activity feed, and badges grid.",components/studio/profile/public-profile-tabs,unique,PublicProfileTabs,usePublicProfileTabsViewModel,local_state,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",tabs > Creations panel,Public creation card grid,display,"Renders this creator's public creations as CreationCard instances (context=""public"").",components/studio/profile/public-profile-creation-grid,unique,PublicProfileTabs / PublicProfileCreationGrid,usePublicProfileCreationGridViewModel,fe_api_route,read,(inherits creations array from page-level GET /api/profiles/[username]/public),"empty, error",no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",tabs > Creations panel,Creation card like/bookmark buttons,button,Toggle LIKE/BOOKMARK reactions on this creator's individual creations.,components/studio/creations/creation-card,shared,PublicProfileCreationGrid,useCreationEngagementState,fe_api_route,write,creationReactionClient.setCreationLike/setCreationBookmark POST /api/engagement/creation-reactions,error,yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",tabs > Activity panel,Activity feed (creation releases + donations received),display,Merges this creator's creations and donation events into a single reverse-chronological timeline.,components/studio/profile/public-profile-activity-feed,unique,PublicProfileTabs / PublicProfileActivityFeed,usePublicProfileActivityFeedViewModel,fe_api_route,read,"getPublicProfileDonationEvents -> GET /api/profile/donations?profileId=... (server-side, proxies services-api); creations from page-level profile fetch","empty, error",no,working,donationEventsLoadError surfaces into the shared page-level error banner.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",tabs > Badges panel,Badge grid,display,"Renders this creator's earned badges (label, category, description, image) or an empty state.",components/studio/profile/public-profile-badges,unique,PublicProfileTabs / PublicProfileBadges,usePublicProfileBadgesViewModel,fe_api_route,read,(inherits badges array from page-level GET /api/profiles/[username]/public),empty,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username],"Public creator profile page: banner/avatar, bio, stats, follow/like/bookmark/donate/share actions, and tabbed creations/activity/badges content.",page head,Public profile load-error banner,display,"Shows a red inline banner summarizing loadError from profile fetch, engagement summary fetch, or donation events fetch (first non-null).",page-inline,unique,page.js,,fe_api_route,read,,error,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username]/connections,"List a creator's followers and following, with a follow toggle per connection.",page head,Back to Profile link,link,Navigates to /studio/profile/[username].,page-inline,unique,page-inline,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username]/connections,"List a creator's followers and following, with a follow toggle per connection.",tab bar,Followers / Following tab links,tabs,"Server-rendered links that switch the active list via ?tab= query param (full navigation, not client state); shows live counts.",page-inline,unique,page.js,,fe_api_route,read,"feApiRequest GET /api/profiles/[username]/connections (server-side, proxies services-api /v1/profiles/[username]/connections)",none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username]/connections,"List a creator's followers and following, with a follow toggle per connection.",connections list,Connection card list,display,"Renders each follower/following entry: avatar, handle, tagline, description.",page-inline,unique,page.js,,fe_api_route,read,,"empty, error",no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username]/connections,"List a creator's followers and following, with a follow toggle per connection.",connections list,View Profile link (per connection),link,Navigates to that connection's public profile.,page-inline,unique,page.js,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/profile/[username]/connections,"List a creator's followers and following, with a follow toggle per connection.",connections list,Follow / Following button (per connection),button,Toggles follow state for the listed connection by username.,components/studio/profile/profile-follow-button,shared,ProfileFollowButton,useProfileFollowButtonViewModel,fe_api_route,write,profileFollowClient.setProfileFollowByUsername POST or DELETE /api/profiles/[username]/follow,"loading, error",yes,working,"initialIsFollowing/canFollow come from connection.followState in the server payload, a THIRD distinct follow-state source separate from the profile-hero engagement-actions follow button and useProfileEngagementState; error state has no visible message, only silently resets status to 'error' with no user-facing text (button just stops saving).",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/submit-canon,Placeholder landing page describing the future curated canon-submission review process.,page head,Earn a Place in the Chronicle (title/eyebrow/description only),display,"Static StudioPageHeader copy, no controls.",components/studio/studio-page-header,shared,page-inline,,none,none,,none,yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/studio/submit-canon,Placeholder landing page.,coming-soon panel,What this section will support (Feature one/Feature two/Feature three chips),display,"Renders StudioComingSoon with a hardcoded items array whose entries are still literally placeholder strings 'Feature one', 'Feature two', 'Feature three'; no real feature descriptions, no controls of any kind.",components/studio/studio-coming-soon,shared,page-inline,,fixture,none,,none,yes,stubbed,"Copy 'Backend behavior will be connected later' confirms this is an intentional stub with unfinished placeholder copy, not just unconnected UI.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/,"Site entry hero introducing the Crestfall lore archive and routing visitors into the archive, chronicle, or studio.",hero,Enter the Archive,link,Links to /lore,app/page.js,unique,page-inline,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/,"Site entry hero introducing the Crestfall lore archive and routing visitors into the archive, chronicle, or studio.",hero,Read the Chronicle,link,Links to /chronicle,app/page.js,unique,page-inline,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/,"Site entry hero introducing the Crestfall lore archive and routing visitors into the archive, chronicle, or studio.",hero,Enter Crestfall,link,Plain anchor tag (not next/link) navigating to /studio,app/page.js,unique,page-inline,,none,none,,none,no,working,"Uses raw <a> instead of next/link, unlike the other two hero CTAs",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/,"Site entry hero introducing the Crestfall lore archive and routing visitors into the archive, chronicle, or studio.",archive index,"Featured section cards (Lore, Characters, Locations, Factions, Stories, etc.)",display,Renders featuredSections array as a grid of LoreCard links into archive sub-routes,components/LoreCard.jsx,shared,page-inline,,fixture,read,,none,no,working,"Data from data/navigation.js featuredSections, static import, no loading/empty/error handling since it is build-time static data",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/,"Site entry hero introducing the Crestfall lore archive and routing visitors into the archive, chronicle, or studio.",inserted story panel,Not every story agrees. (field note block),display,"Static decorative narrative panel, no interactivity",components/InsertedStory.jsx,shared,page-inline,,fixture,read,,none,no,working,"Hardcoded copy in app/page.js, purely presentational",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,page head,Characters (title/eyebrow/lede),display,Static header text,app/characters/page.js,unique,page-inline,,fixture,read,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,filter bar,Search the archive... (search input),input,Free-text search over title/eyebrow/cardText/subtitle/realm/race/gender/tags fields; updates ?q= in URL via router.replace,components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,read,,none,no,working,"Filters the fixture entries client-side, no network call",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,filter bar,Clear search (x icon),button,Clears the q param and active tags,components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,write,,none,no,working,Only rendered when search has a value,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,filter bar,Realm dropdown,select,"Filters entries by realm field, options derived from unique values in the character dataset",components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,read,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,filter bar,Gender dropdown,select,Filters entries by gender field,components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,read,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,filter bar,Race dropdown,select,Filters entries by race field,components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,read,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,filter bar,Active Era dropdown,select,Filters entries by timePeriodActive field,components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,read,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,filter bar,Clear (filters button),button,"Resets URL to bare pathname, clearing all filters/search/tags",components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,write,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,tag rail,Left/right scroll arrows,button,Scrolls the horizontal tag chip rail by 240px via ref.scrollBy,components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,,local_state,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,tag rail,All (tag chip),toggle,"Clears active tag filters, selecting all",components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,write,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,tag rail,"Individual tag chips (e.g. ACADEMIA, ADMINISTRATION...)",toggle,Toggles a tag on/off in the tags URL param; multi-select AND filter against entry.tags,components/filterable-index/FilterableIndex.view.jsx,shared,FilterableIndex,useFilterableIndexViewModel,local_state,write,,none,no,working,"REDESIGN-ORDER.md describes these as non-interactive category label pills; code shows they are fully interactive multi-select toggles, see found[]",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/characters,Browse and filter the full character roster of the Crestfall archive.,card grid,Character portrait cards,display,Renders filtered/searched character entries as LoreCard links to /characters/[slug],components/LoreCard.jsx,shared,FilterableIndex,useFilterableIndexViewModel,fixture,read,getCharacters (data/characters.js -> lib/content.js getAllMarkdownEntries),"loading (Suspense fallback text), empty (emptyText prop)",no,working,"Data sourced from markdown content fixtures via lib/content.js, sorted by sortOrder",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/studio/my-creations/[id]/preview,"Show a Lore creation's owner a read-only preview of their saved draft exactly as the published document renderer will present it, before it goes live.",top row,Back to Lore editor,link,Navigates to /studio/my-creations/{id}/edit.,page-inline,unique,page-inline,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
/studio/my-creations/[id]/preview,"Show a Lore creation's owner a read-only preview of their saved draft exactly as the published document renderer will present it, before it goes live.",top row,Owner-only draft preview (badge),display,Non-interactive status pill labeling this as the owner-only draft view.,page-inline,unique,page-inline,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
/studio/my-creations/[id]/preview,"Show a Lore creation's owner a read-only preview of their saved draft exactly as the published document renderer will present it, before it goes live.",document body,"Lore document renderer (title, chapters, sections)",display,"Renders the full saved Lore document (title, description, chapters, sections, blocks) exactly as the public revision renderer would, server-loaded once at request time.",components/studio/create/lore/lore-document-renderer,shared,LoreDocumentRenderer,useLoreDocumentRendererViewModel,fe_api_route,read,"getEditCreationPageData -> feApiRequest GET /api/creations/{id} (+ GET /api/creations/{id}/image-library, fetched but unused by this route's own UI)","empty (""Add a chapter to begin the Lore publication."" if no chapters; ""This chapter has no sections yet."" per empty chapter)",yes,working,"Page calls notFound() if creation.type is not LORE, or if getEditCreationPageData hits 401/404/UNAUTHORIZED/CREATION_NOT_FOUND from the backend. Shared with the public read path via publicHref/showTestBanner props (component reused, not this route's own build).",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
/studio/my-creations/[id]/preview,"Show a Lore creation's owner a read-only preview of their saved draft exactly as the published document renderer will present it, before it goes live.",document body,Contents (table of contents links),link,In-page anchor links jumping to a chapter/section heading; only rendered when there is more than one titled chapter/section.,components/studio/create/lore/lore-document-renderer,shared,LoreDocumentRenderer,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
/studio/my-creations/[id]/preview,"Show a Lore creation's owner a read-only preview of their saved draft exactly as the published document renderer will present it, before it goes live.",document body / section header,Copy section link / Copy chapter link (Share2 icon),button,"Copies an anchor URL (previewHref#chapterOrSectionId) to the clipboard, showing ""Link copied"" for ~1.6s.",components/studio/creations/creation-share-button,shared,LoreDocumentRenderer,useCreationShareButtonViewModel,local_state,none,,"success (""Link copied""), error (""Copy Failed"")",no,working,Not enumerated in REDESIGN-ORDER's entry for this route (entry only names the renderer and test banner).,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
/studio/my-creations/[id]/preview,"Show a Lore creation's owner a read-only preview of their saved draft exactly as the published document renderer will present it, before it goes live.",document body,Character/Location reference chips,link,Navigates to /studio/creations/{characterOrLocationId} for a referenced character or location.,components/studio/create/lore/lore-document-renderer,shared,LoreDocumentRenderer,,none,none,,empty (chip row omitted if no refs),no,working,"Links to /studio/creations/{id}, a public creation detail route not covered by this audit pass.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
/studio/my-creations/[id]/preview,"Show a Lore creation's owner a read-only preview of their saved draft exactly as the published document renderer will present it, before it goes live.",top of document,Development preview / test banner,display,Static warning banner stating this is an owner-only draft preview distinct from the published revision.,components/studio/create/lore/lore-document-renderer,shared,LoreDocumentRenderer,,none,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
/studio/create/mechanics-loadout,Legacy URL that redirects creators to the current Actor Mechanics Profile builder.,page (server redirect),(automatic redirect to /studio/create/actor-mechanics-profile),link,Next.js redirect() call in the server component body sends the browser to /studio/create/actor-mechanics-profile with no render of its own,app/studio/create/mechanics-loadout/page.js,unique,page-inline,,none,none,,none,no,working,"purely server-side redirect, no client JS involved",none,none,none,Create > Studio
components/kit/modal-frame,"Unified modal frame kit primitive (docs/BUILD-BLUEPRINT.md 2.5): ruled panel anatomy composed on the existing ModalShell behavior. Contract 1.1.0 (10 Aug 2026, kit polish 3 pass): variant modal/viewer maximizes full-screen under 700px (R4); variant sheet gains a structural close header row (R7); additive variant viewer (empty shell, filled phase 2).",panel,Close control,button,"Dismisses the frame; identical to backdrop click and Escape, all three call the same onClose. Absolute top-right for modal/viewer; static inside the sheet's header row for sheet (R7).",components/kit/modal-frame,shared,KitModalFrame,useKitModalFrameViewModel,none,none,,none,no,working,Preview at /dev/ui-preview/modal-frame. No live page hosts this control yet in Phase 1; see phase 2-4 rows once wired.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Primary action (Play),button,"Fires the Play intent for the open character, story, or adventure fixture; opens the R4 fixture-action notice (10 Aug 2026 review gate), non-persisting, in this pre-parity pass.",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,fixture,none,,none,no,working,"R9, RULED 10 Aug 2026: Play is universal for all three asset kinds, superseding the prior per-kind Continue label for adventure.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Like toggle,button,"Toggles the open asset in the mockup's shared likedIds set, same state the card face's Like action reads.",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,local_state,write,,none,no,working,"R3, added 10 Aug 2026. Selection-state law: gold text plus light fill wash when liked, aria-pressed.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Share,button,"Fires the share intent for the open asset; opens the R4 fixture-action notice (10 Aug 2026 review gate), non-persisting, in this pre-parity pass.",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,fixture,none,,none,no,working,"Icon plus the word Share, Ruling 6.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Save toggle,button,"Toggles the open asset in the mockup's shared savedIds set, same state the card face's Save action reads.",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,local_state,write,,none,no,working,"Selection-state law: gold text plus light fill wash when saved, aria-pressed.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Carousel previous/next,button,"Steps the open media array backward or forward, wrapping through the synthetic catalogue slide in both directions.",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,local_state,none,,none,no,working,"R8, added 10 Aug 2026, ported from the old creation-preview-modal's carousel mechanics. Rendered only when media.length > 0.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
