target,file,section_path,control_label,control_type,default_value,required,validation,saves_via,handler_name,data_source,visible_when,notes
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses > Motion / Staging,Viewer Relation,text,empty string (data.viewer_relation or NONE),no,NONE,handleSave via updateCreationDraft (PATCH /api/creations/{creationId}),"onChangeViewerRelation calling updateDataField(""viewer_relation"", value)","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,NONE
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses > Pose Identity,Creation Type,"other (ReadOnlyField, not interactive)",form.type or empty string,no,NONE,"NOTHING CONSUMES IT, this is a ReadOnlyField with no onChange handler in the view or viewmodel",NONE,"NONE, display only, sourced from form.type",ALWAYS,"Not a true interactive control, included for completeness since it is rendered in the grid alongside inputs but it is read only, no onChange prop exists for it in PoseIdentitySection.view.jsx"
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses > Pose Identity,Intended Use,text,empty string (data.intended_use or NONE),no,NONE,handleSave via updateCreationDraft (PATCH /api/creations/{creationId}),"onChangeIntendedUse calling updateDataField(""intended_use"", value)","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,NONE
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses > Pose Identity,Pose Name,text,"data.name, falling back to form.title, or empty string",no,NONE (no visible required marker in view or viewmodel),handleSave via updateCreationDraft (PATCH /api/creations/{creationId}); also side effect: updateDataField sets form.title to value when field is name,"onChangeName calling updateDataField(""name"", value)","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,updateDataField in useCreationEditViewModel.js special-cases field name: also sets next.title = value or Untitled Creation
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses > Pose Identity,Pose Type / Category,text,"data.category, falling back to data.pose_type, or empty string",no,NONE,handleSave via updateCreationDraft (PATCH /api/creations/{creationId}),"onChangeCategory calling updateDataField(""category"", value)","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,Read falls back from data.category to data.pose_type but writes only ever go to data.category
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses > Pose Identity,Tags,text,"data.tags array joined by comma-space via formatPoseIdentityTags, or empty string",no,"NONE, but input is parsed on change via parsePoseIdentityTags: splits on comma, trims whitespace, filters empty entries before storing as array",handleSave via updateCreationDraft (PATCH /api/creations/{creationId}),"onChangeTags calling updateDataField(""tags"", parsePoseIdentityTags(value))","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,"This is a single comma-separated text field, not a true tag-picker component; classified as text since it renders as TextField, not a chip UI"
B,components/studio/my-creations/edit/sections/poses/pose-prompt-guidance-section/PosePromptGuidanceSection.view.jsx,Studio > My Creations > Edit > Poses > Prompt Guidance,Compatibility Notes,textarea,empty string (data.compatibility_notes or NONE),no,NONE,handleSave via updateCreationDraft (PATCH /api/creations/{creationId}),"onChangeCompatibilityNotes calling updateDataField(""compatibility_notes"", value)","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,"Placeholder text: Optional compatibility notes for characters, outfits, props, image presets, or scene types."
B,components/studio/my-creations/edit/sections/poses/pose-prompt-guidance-section/PosePromptGuidanceSection.view.jsx,Studio > My Creations > Edit > Poses > Prompt Guidance,Prompt Guidance,textarea,"data.prompt_guidance falling back to data.prompt, or empty string",no,NONE,handleSave via updateCreationDraft (PATCH /api/creations/{creationId}),"onChangePromptGuidance calling updateDataField(""prompt_guidance"", value)","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,Placeholder text: Reusable image-generation wording for this pose. Read falls back to data.prompt but write always targets prompt_guidance
B,components/studio/my-creations/edit/sections/poses/pose-prompt-guidance-section/PosePromptGuidanceSection.view.jsx,Studio > My Creations > Edit > Poses > Prompt Guidance,Usage Notes,textarea,empty string (data.usage_notes or NONE),no,NONE,handleSave via updateCreationDraft (PATCH /api/creations/{creationId}),"onChangeUsageNotes calling updateDataField(""usage_notes"", value)","lib/client/studio/creations/creationClient.js updateCreationDraft, PATCH /api/creations/{creationId}",ALWAYS,"Placeholder text: When should this pose be used? What character types, outfits, locations, or image presets does it support?"
B,components/studio/my-creations/edit/sections/poses/pose-body-position-section/PoseBodyPositionSection.view.jsx,Studio > My Creations > Edit > Poses Pose Body Position Section,Arm / Hand Position,text,empty string (data.arm_hand_position falls back to empty string; fixture default is Left hand raises a lantern; right hand rests near the weapon hilt),no,NONE,"updateDataField(""arm_hand_position"", value), same parent-supplied prop function","onChangeArmHandPosition (view) calling updateDataField(""arm_hand_position"", value)","form.data.arm_hand_position (read) / updateDataField(""arm_hand_position"", value) (write)",ALWAYS,Rendered via shared TextField from SharedFields.
B,components/studio/my-creations/edit/sections/poses/pose-body-position-section/PoseBodyPositionSection.view.jsx,Studio > My Creations > Edit > Poses Pose Body Position Section,Balance / Weight,text,empty string (data.balance_weight falls back to empty string; fixture default is Weight centered with a slight shift to the rear leg),no,NONE,"updateDataField(""balance_weight"", value), same parent-supplied prop function","onChangeBalanceWeight (view) calling updateDataField(""balance_weight"", value)","form.data.balance_weight (read) / updateDataField(""balance_weight"", value) (write)",ALWAYS,Rendered via shared TextField from SharedFields.
B,components/studio/my-creations/edit/sections/poses/pose-body-position-section/PoseBodyPositionSection.view.jsx,Studio > My Creations > Edit > Poses Pose Body Position Section,Body Orientation,text,empty string (data.body_orientation falls back to empty string; fixture default is Three-quarter turn toward the viewer's left),no,NONE,"updateDataField(""body_orientation"", value), same parent-supplied prop function as the other fields in this section","onChangeBodyOrientation (view) calling updateDataField(""body_orientation"", value)","form.data.body_orientation (read) / updateDataField(""body_orientation"", value) (write)",ALWAYS,Rendered via shared TextField from SharedFields.
B,components/studio/my-creations/edit/sections/poses/pose-body-position-section/PoseBodyPositionSection.view.jsx,Studio > My Creations > Edit > Poses Pose Body Position Section,Body Position Notes,textarea,"empty string (data.body_position_notes falls back to empty string; fixture default is a multi-sentence pose note); placeholder text is Describe exact pose details: where the torso, head, arms, hands, legs, feet, and gaze should be.",no,NONE,"updateDataField(""body_position_notes"", value), same parent-supplied prop function","onChangeBodyPositionNotes (view) calling updateDataField(""body_position_notes"", value)","form.data.body_position_notes (read) / updateDataField(""body_position_notes"", value) (write)",ALWAYS,"Rendered via shared TextAreaField from SharedFields, spans both grid columns (md:col-span-2)."
B,components/studio/my-creations/edit/sections/poses/pose-body-position-section/PoseBodyPositionSection.view.jsx,Studio > My Creations > Edit > Poses Pose Body Position Section,Facial Expression,text,"empty string (data.facial_expression falls back to empty string; fixture default is Alert, focused, and wary)",no,NONE,"updateDataField(""facial_expression"", value), same parent-supplied prop function","onChangeFacialExpression (view) calling updateDataField(""facial_expression"", value)","form.data.facial_expression (read) / updateDataField(""facial_expression"", value) (write)",ALWAYS,Rendered via shared TextField from SharedFields.
B,components/studio/my-creations/edit/sections/poses/pose-body-position-section/PoseBodyPositionSection.view.jsx,Studio > My Creations > Edit > Poses Pose Body Position Section,Leg / Foot Position,text,empty string (data.leg_foot_position falls back to empty string; fixture default is Feet shoulder-width apart with the rear foot angled outward),no,NONE,"updateDataField(""leg_foot_position"", value), same parent-supplied prop function","onChangeLegFootPosition (view) calling updateDataField(""leg_foot_position"", value)","form.data.leg_foot_position (read) / updateDataField(""leg_foot_position"", value) (write)",ALWAYS,Rendered via shared TextField from SharedFields.
B,components/studio/my-creations/edit/sections/poses/pose-body-position-section/PoseBodyPositionSection.view.jsx,Studio > My Creations > Edit > Poses Pose Body Position Section,Posture,text,empty string (data.posture falls back to empty string in the ViewModel; fixture default is Upright defensive stance with the torso slightly lowered),no,NONE,"updateDataField(""posture"", value), a prop function passed into the ViewModel from the parent Creation Edit form (the public Shell PoseBodyPositionSection.jsx forwards all props straight through to the ViewModel, so the actual persistence implementation lives outside this unit)","onChangePosture (view) calling updateDataField(""posture"", value) built in getPoseBodyPositionSectionViewProps","form.data.posture (read) / updateDataField(""posture"", value) (write), both supplied as props to usePoseBodyPositionSectionViewModel",ALWAYS,Rendered via shared TextField from SharedFields.
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses Pose Identity Section,Intended Use,text,"data.intended_use, fallback empty string (fixture default: Character portraits and tense corridor scenes)",no,NONE,"updateDataField(""intended_use"", value), the shared field-update function passed into the Shell as a prop from the parent Creation Edit form controller","onChangeIntendedUse (view.jsx) which calls the ViewModel-built onChangeIntendedUse, itself calling updateDataField(""intended_use"", value)","form.data.intended_use via the updateDataField prop; caller and persistence mechanism outside this unit, not read",ALWAYS,Plain single-line TextField despite the field name suggesting longer text; no textarea used.
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses Pose Identity Section,Pose Name,text,"data.name, fallback form.title, fallback empty string (fixture default: Lantern Guard Stance)",no,NONE,"updateDataField(""name"", value), the shared field-update function passed into the Shell as a prop from the parent Creation Edit form controller","onChangeName (view.jsx) which calls the ViewModel-built onChangeName in usePoseIdentitySectionViewModel.js, itself calling updateDataField(""name"", value)",form.data.name via the updateDataField prop passed into PoseIdentitySection.jsx from its caller; the caller and its persistence mechanism are outside this unit and were not read,ALWAYS,"Rendered via shared TextField (components/studio/my-creations/edit/sections/SharedFields.jsx), a plain input. View forwards raw string, ViewModel maps to form.data.name."
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses Pose Identity Section,Pose Type / Category,text,"data.category, fallback legacy data.pose_type, fallback empty string (fixture default: Defensive Standing)",no,NONE,"updateDataField(""category"", value), the shared field-update function passed into the Shell as a prop from the parent Creation Edit form controller","onChangeCategory (view.jsx) which calls the ViewModel-built onChangeCategory, itself calling updateDataField(""category"", value)","form.data.category (with legacy form.data.pose_type read fallback) via the updateDataField prop; caller and persistence mechanism outside this unit, not read",ALWAYS,"ViewModel reads legacy pose_type field for display but always writes back to category, never to pose_type. This is documented in README as intentional legacy compatibility."
B,components/studio/my-creations/edit/sections/poses/pose-identity-section/PoseIdentitySection.view.jsx,Studio > My Creations > Edit > Poses Pose Identity Section,Tags,text,"data.tags joined with comma-space, fallback empty string (fixture default: defensive, standing, lantern, alert)",no,NONE enforced in code; value is split on comma and each entry trimmed with empty entries filtered by parsePoseIdentityTags before write,"updateDataField(""tags"", parsePoseIdentityTags(value)), the shared field-update function passed into the Shell as a prop from the parent Creation Edit form controller","onChangeTags (view.jsx) which calls the ViewModel-built onChangeTags, itself calling parsePoseIdentityTags(value) then updateDataField(""tags"", ...)","form.data.tags (array) via the updateDataField prop, formatted for display with formatPoseIdentityTags and parsed back with parsePoseIdentityTags; caller and persistence mechanism outside this unit, not read",ALWAYS,"Single text input represents a comma-separated tag list, not a tag-picker chip UI. formatPoseIdentityTags and parsePoseIdentityTags live in usePoseIdentitySectionViewModel.js."
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses Pose Motion Staging Section,Action / Motion,text,empty string (data.action_motion or fallback empty string),no,NONE,"updateDataField(""action_motion"", value) called from ViewModel onChangeActionMotion, which reports the semantic change up to the Shell's form/updateDataField API used by Creation Edit","onChangeActionMotion (view) wraps TextField onChange, wired to getPoseMotionStagingSectionViewProps onChangeActionMotion in usePoseMotionStagingSectionViewModel.js","form.data.action_motion via updateDataField prop passed into PoseMotionStagingSection shell from Creation Edit (boundary stops at updateDataField, its internal persistence is outside this unit)",ALWAYS,Rendered via shared TextField from SharedFields. One of six same-shaped text fields in a 2-column grid.
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses Pose Motion Staging Section,Energy Level,text,empty string (data.energy_level or fallback empty string),no,NONE,"updateDataField(""energy_level"", value) via ViewModel onChangeEnergyLevel","onChangeEnergyLevel (view) wraps TextField onChange, wired to getPoseMotionStagingSectionViewProps onChangeEnergyLevel",form.data.energy_level via updateDataField prop passed into shell from Creation Edit,ALWAYS,Same TextField pattern as Action/Motion.
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses Pose Motion Staging Section,Mood / Attitude,text,empty string (data.mood_attitude or fallback empty string),no,NONE,"updateDataField(""mood_attitude"", value) via ViewModel onChangeMoodAttitude","onChangeMoodAttitude (view) wraps TextField onChange, wired to getPoseMotionStagingSectionViewProps onChangeMoodAttitude",form.data.mood_attitude via updateDataField prop passed into shell from Creation Edit,ALWAYS,"Same TextField pattern, last of the six single-line fields."
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses Pose Motion Staging Section,Prop Interaction,text,empty string (data.prop_interaction or fallback empty string),no,NONE,"updateDataField(""prop_interaction"", value) via ViewModel onChangePropInteraction","onChangePropInteraction (view) wraps TextField onChange, wired to getPoseMotionStagingSectionViewProps onChangePropInteraction",form.data.prop_interaction via updateDataField prop passed into shell from Creation Edit,ALWAYS,Same TextField pattern.
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses Pose Motion Staging Section,Scene Fit,text,empty string (data.scene_fit or fallback empty string),no,NONE,"updateDataField(""scene_fit"", value) via ViewModel onChangeSceneFit","onChangeSceneFit (view) wraps TextField onChange, wired to getPoseMotionStagingSectionViewProps onChangeSceneFit",form.data.scene_fit via updateDataField prop passed into shell from Creation Edit,ALWAYS,Same TextField pattern.
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses Pose Motion Staging Section,Staging Notes,textarea,empty string (data.staging_notes or fallback empty string),no,NONE,"updateDataField(""staging_notes"", value) via ViewModel onChangeStagingNotes","onChangeStagingNotes (view) wraps TextAreaField onChange, wired to getPoseMotionStagingSectionViewProps onChangeStagingNotes",form.data.staging_notes via updateDataField prop passed into shell from Creation Edit,ALWAYS,"Rendered via shared TextAreaField, spans full width (md:col-span-2). Has a placeholder string (stagingNotesPlaceholder) describing what to enter."
B,components/studio/my-creations/edit/sections/poses/pose-motion-staging-section/PoseMotionStagingSection.view.jsx,Studio > My Creations > Edit > Poses Pose Motion Staging Section,Viewer Relation,text,empty string (data.viewer_relation or fallback empty string),no,NONE,"updateDataField(""viewer_relation"", value) via ViewModel onChangeViewerRelation","onChangeViewerRelation (view) wraps TextField onChange, wired to getPoseMotionStagingSectionViewProps onChangeViewerRelation",form.data.viewer_relation via updateDataField prop passed into shell from Creation Edit,ALWAYS,Same TextField pattern.
B,components/studio/my-creations/edit/sections/poses/pose-prompt-guidance-section/PosePromptGuidanceSection.view.jsx,Studio > My Creations > Edit > Poses Pose Prompt Guidance Section,Compatibility Notes,textarea,"empty string, from ViewModel data.compatibility_notes or empty string",no,NONE,"updateDataField(""compatibility_notes"", value), the shared field-update function passed into the section as a prop from the parent Creation Edit form","onChangeCompatibilityNotes, wired to TextAreaField onChange as (value) => onChangeCompatibilityNotes?.(value)","updateDataField prop function (form field updater), boundary stops there per task scope",ALWAYS,None.
B,components/studio/my-creations/edit/sections/poses/pose-prompt-guidance-section/PosePromptGuidanceSection.view.jsx,Studio > My Creations > Edit > Poses Pose Prompt Guidance Section,Prompt Guidance,textarea,"empty string, from fixtures the demo default is a full-body contrapposto stance description; in the live ViewModel default is data.prompt_guidance or legacy data.prompt or empty string",no,NONE,"updateDataField(""prompt_guidance"", value), the shared field-update function passed into the section as a prop from the parent Creation Edit form","onChangePromptGuidance, wired to TextAreaField onChange as (value) => onChangePromptGuidance?.(value)","updateDataField prop function (form field updater), boundary stops there per task scope",ALWAYS,"ViewModel falls back to legacy data.prompt if data.prompt_guidance is empty, so reading normalizes a legacy field into the new one but the write always targets prompt_guidance only."
B,components/studio/my-creations/edit/sections/poses/pose-prompt-guidance-section/PosePromptGuidanceSection.view.jsx,Studio > My Creations > Edit > Poses Pose Prompt Guidance Section,Usage Notes,textarea,"empty string, from ViewModel data.usage_notes or empty string",no,NONE,"updateDataField(""usage_notes"", value), the shared field-update function passed into the section as a prop from the parent Creation Edit form","onChangeUsageNotes, wired to TextAreaField onChange as (value) => onChangeUsageNotes?.(value)","updateDataField prop function (form field updater), boundary stops there per task scope",ALWAYS,None.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry,Branching Policy,select,"authoring.branchingPolicy from normalizeStoryAuthoring default (defined in @/lib/shared/storylines/storylineAuthoring.mjs, not opened; visible default enum values come from STORY_BRANCHING_POLICIES)",no,"NONE, enum restricted to STORY_BRANCHING_POLICIES values","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePolicy(""branchingPolicy"", value) calling updateDataField(""story_runtime_authoring"", normalizeStoryAuthoring(next))","onChangeBranchingPolicy calling updatePolicy(""branchingPolicy"", value)","form.data.story_runtime_authoring.branchingPolicy, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,Native <select> rendered by local PolicySelect helper in this view file.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry,Completion Policy,select,"authoring.completionPolicy from normalizeStoryAuthoring default, enum values from STORY_COMPLETION_POLICIES",no,"NONE, enum restricted to STORY_COMPLETION_POLICIES values","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePolicy(""completionPolicy"", value) calling updateDataField(""story_runtime_authoring"", ...)","onChangeCompletionPolicy calling updatePolicy(""completionPolicy"", value)","form.data.story_runtime_authoring.completionPolicy, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,Native <select> rendered by local PolicySelect helper in this view file.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry,Story Completion Guidance,textarea,"authoring.completionGuidance ("""" unless present)",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePolicy(""completionGuidance"", value) calling updateDataField(""story_runtime_authoring"", ...)","onChangeCompletionGuidance calling updatePolicy(""completionGuidance"", value)","form.data.story_runtime_authoring.completionGuidance, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,Native <textarea> rendered by local GuidanceField helper in this view file.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry > Story Circle Phase N,Authored Beat Suggestions,textarea,"phase.beatSuggestions, joined with joinGuidanceLines",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePhase(phaseId, ""beatSuggestions"", value) calling updateDataField(""story_runtime_authoring"", ...)","onChangePhaseBeatSuggestions(phase.id, value) calling updatePhase(phaseId, ""beatSuggestions"", value)","form.data.story_runtime_authoring.phases[].beatSuggestions, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one per phase, inside the phase's collapsible details panel",Repeats once per phase.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry > Story Circle Phase N,Consequences,textarea,"phase.consequences, joined with joinGuidanceLines",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePhase(phaseId, ""consequences"", value) calling updateDataField(""story_runtime_authoring"", ...)","onChangePhaseConsequences(phase.id, value) calling updatePhase(phaseId, ""consequences"", value)","form.data.story_runtime_authoring.phases[].consequences, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one per phase, inside the phase's collapsible details panel",Repeats once per phase.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry > Story Circle Phase N,Phase Objective,textarea,"phase.objective from normalizeStoryAuthoring default per phase id (you, need, go, search, find, take, return, change)",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePhase(phaseId, ""objective"", value) calling updateDataField(""story_runtime_authoring"", ...)","onChangePhaseObjective(phase.id, value) calling updatePhase(phaseId, ""objective"", value)","form.data.story_runtime_authoring.phases[].objective, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one per phase, rendered inside a <details> disclosure that starts open only for the first phase (index 0)",Repeats once per phase in the fixed 8-phase Story Circle set defined by normalizeStoryAuthoring.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry > Story Circle Phase N,Phase disclosure Open/Close toggle (details/summary),other (native HTML details/summary disclosure),"open only for index 0 (initiallyOpen), closed for all other phases",no,NONE,"NOTHING CONSUMES IT, purely local DOM open/close state via native <details> element, not wired to updateDataField","native <details open> toggle, no explicit onClick handler in code",NONE (local DOM state only),"ALWAYS, one per phase","Not a data-bearing control, only affects visual expand/collapse of each phase panel."
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry > Story Circle Phase N,Reentry Hooks,textarea,"phase.reentryHooks, joined with joinGuidanceLines",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePhase(phaseId, ""reentryHooks"", value) calling updateDataField(""story_runtime_authoring"", ...)","onChangePhaseReentryHooks(phase.id, value) calling updatePhase(phaseId, ""reentryHooks"", value)","form.data.story_runtime_authoring.phases[].reentryHooks, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one per phase, inside the phase's collapsible details panel",Repeats once per phase.
B,components/studio/my-creations/edit/sections/room-templates/story-narrative-runtime-section/StoryNarrativeRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Narrative Objectives and Reentry > Story Circle Phase N,World Pressures,textarea,"phase.pressures, joined with joinGuidanceLines (one entry per line)",no,"NONE, guidanceLinesPlaceholder implies one-entry-per-line convention but no enforced format check found","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updatePhase(phaseId, ""pressures"", value) calling updateDataField(""story_runtime_authoring"", ...)","onChangePhasePressures(phase.id, value) calling updatePhase(phaseId, ""pressures"", value)","form.data.story_runtime_authoring.phases[].pressures, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one per phase, inside the phase's collapsible details panel",Repeats once per phase.
B,components/studio/my-creations/edit/sections/room-templates/room-template-opening-section/RoomTemplateOpeningSection.view.jsx,Studio > My Creations > Edit > Room Templates > Opening Context and Messages,Add Opening Message,button,NONE,no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by onAddOpeningMessage appending a new message object via updateDataField(""opening_messages"", ...)","onAddOpeningMessage() appending {id, speaker: ""Narrator"", body: """"}","form.data.opening_messages, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,Repeatable-list add row control.
B,components/studio/my-creations/edit/sections/room-templates/room-template-opening-section/RoomTemplateOpeningSection.view.jsx,Studio > My Creations > Edit > Room Templates > Opening Context and Messages,Public Opening Context,textarea,""""" (data.public_opening_context)",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateDataField","onChangePublicOpeningContext calling updateDataField(""public_opening_context"", value)","form.data.public_opening_context, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,TextAreaField from SharedFields.
B,components/studio/my-creations/edit/sections/room-templates/room-template-opening-section/RoomTemplateOpeningSection.view.jsx,Studio > My Creations > Edit > Room Templates > Opening Context and Messages > Opening Message N,Message,textarea,""""" (DEFAULT_ROOM_TEMPLATE_OPENING_MESSAGE.body)",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateOpeningMessage(id, ""body"", value) calling updateDataField(""opening_messages"", nextMessages)","onChangeOpeningMessageBody(message.id, value)","form.data.opening_messages array item.body, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one per opening message",Repeats once per entry in openingMessages array.
B,components/studio/my-creations/edit/sections/room-templates/room-template-opening-section/RoomTemplateOpeningSection.view.jsx,Studio > My Creations > Edit > Room Templates > Opening Context and Messages > Opening Message N,Remove,button,NONE,no,"conditional, disabled when message.canRemove is false (index 0, the first message can never be removed) and a no-op guard also prevents removing the last remaining message in the viewmodel","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by onRemoveOpeningMessage filtering the array via updateDataField(""opening_messages"", ...)",onRemoveOpeningMessage(message.id),"form.data.opening_messages, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS but disabled for the first message (index 0),"Repeats once per entry in openingMessages array, minimum one message always remains."
B,components/studio/my-creations/edit/sections/room-templates/room-template-opening-section/RoomTemplateOpeningSection.view.jsx,Studio > My Creations > Edit > Room Templates > Opening Context and Messages > Opening Message N,Speaker,select,"""Narrator"" (DEFAULT_ROOM_TEMPLATE_OPENING_MESSAGE.speaker) for the seeded first message",no,"NONE, options built from Narrator, each selected_character title, and Player Prompt","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateOpeningMessage(id, ""speaker"", value) calling updateDataField(""opening_messages"", nextMessages)","onChangeOpeningMessageSpeaker(message.id, value)","form.data.opening_messages array item.speaker, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one per opening message",Repeats once per entry in openingMessages array (minimum one seeded row always present).
B,components/studio/my-creations/edit/sections/room-templates/room-template-multiplayer-section/RoomTemplateMultiplayerSection.view.jsx,Studio > My Creations > Edit > Room Templates > Players and Turn Order,Add Player,modal-trigger,NONE,no,NONE,"NOTHING CONSUMES IT directly, opens local picker modal UI state only (setPickerOpen(true) is component-local useState, not wired to updateDataField)",onClick calling setPickerOpen(true),NONE (local UI state only),ALWAYS,Opens PlayerPickerModal defined in the same view file.
B,components/studio/my-creations/edit/sections/room-templates/room-template-multiplayer-section/RoomTemplateMultiplayerSection.view.jsx,Studio > My Creations > Edit > Room Templates > Players and Turn Order,Turn-Based Room,toggle,false (effectiveTurnBased derives from data.turn_based OR any invited players present),no,"NONE. Forced true automatically whenever invited_players.length > 0, regardless of manual toggle attempt.","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateMultiplayerState calling updateDataField for invited_players, turn_based, turn_mode, multiplayer_enabled, invite_status","onToggleTurnBased calling updateMultiplayerState(invitedPlayers, !data.turn_based)","form.data.turn_based / turn_mode, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,"Rendered as a large clickable card, not a native checkbox/switch element. Toggling writes 5 related data fields at once."
